decision,simulation,incremental_profit_usd,roi
Hibrido certificado,7029,-113936.1,-0.8138
Ventana conservadora,7030,65146.81,3.6193
Arbitraje agresivo,7030,6960.3,0.0733
Servicios de regulacion,7030,-22792.33,-0.814
Hibrido certificado,7030,-130606.77,-0.9329
Ventana conservadora,7031,54027.93,3.0016
Arbitraje agresivo,7031,-30920.17,-0.3255
Servicios de regulacion,7031,-19525.03,-0.6973
Hibrido certificado,7031,-125899.73,-0.8993
Ventana conservadora,7032,61552.73,3.4196
Arbitraje agresivo,7032,-59747.25,-0.6289
Servicios de regulacion,7032,-22125.38,-0.7902
Hibrido certificado,7032,-116583.54,-0.8327
Ventana conservadora,7033,47363.6,2.6313
Arbitraje agresivo,7033,-36011.75,-0.3791
Servicios de regulacion,7033,-19499.46,-0.6964
Hibrido certificado,7033,-107025.32,-0.7645
Ventana conservadora,7034,74018.37,4.1121
Arbitraje agresivo,7034,-44162.29,-0.4649
Servicios de regulacion,7034,-17523.55,-0.6258
Hibrido certificado,7034,-84819.72,-0.6059
Ventana conservadora,7035,59039.58,3.28
Arbitraje agresivo,7035,-5810.32,-0.0612
Servicios de regulacion,7035,-20254.34,-0.7234
Hibrido certificado,7035,-154165.43,-1.1012
Ventana conservadora,7036,70863.26,3.9368
Arbitraje agresivo,7036,-16901.68,-0.1779
Servicios de regulacion,7036,-17269.18,-0.6168
Hibrido certificado,7036,-99256.84,-0.709
Ventana conservadora,7037,64946.5,3.6081
Arbitraje agresivo,7037,-56445.82,-0.5942
Servicios de regulacion,7037,-18142.48,-0.6479
Hibrido certificado,7037,-131450.83,-0.9389
Ventana conservadora,7038,58117.07,3.2287
Arbitraje agresivo,7038,-17921.28,-0.1886
Servicios de regulacion,7038,-17670.74,-0.6311
Hibrido certificado,7038,-129861.97,-0.9276
Ventana conservadora,7039,61627.88,3.4238
Arbitraje agresivo,7039,-39483.4,-0.4156
Servicios de regulacion,7039,-13535.93,-0.4834
Hibrido certificado,7039,93574.04,0.6684
Ventana conservadora,7040,50497.32,2.8054
Arbitraje agresivo,7040,-26237.73,-0.2762
Servicios de regulacion,7040,-23196.96,-0.8285
Hibrido certificado,7040,-104645.79,-0.7475
Ventana conservadora,7041,62539.95,3.4744
Arbitraje agresivo,7041,-10636.18,-0.112
Servicios de regulacion,7041,-15134.59,-0.5405
Hibrido certificado,7041,-130108.42,-0.9293
Ventana conservadora,7042,57188.84,3.1772
Arbitraje agresivo,7042,-57956.17,-0.6101
Servicios de regulacion,7042,-20843.92,-0.7444
Hibrido certificado,7042,-149861.29,-1.0704
Ventana conservadora,7043,49477.64,2.7488
Arbitraje agresivo,7043,-22350.26,-0.2353
Servicios de regulacion,7043,-15319.2,-0.5471
Hibrido certificado,7043,-155003.59,-1.1072
Ventana conservadora,7044,54665.55,3.037
Arbitraje agresivo,7044,16874.34,0.1776
Servicios de regulacion,7044,-18595.37,-0.6641
Hibrido certificado,7044,-130226.84,-0.9302
Ventana conservadora,7045,57336.11,3.1853
Arbitraje agresivo,7045,-48552.31,-0.5111
Servicios de regulacion,7045,-29150.79,-1.0411
Hibrido certificado,7045,-146954.19,-1.0497
Ventana conservadora,7046,47998.43,2.6666
Arbitraje agresivo,7046,13246.49,0.1394
Servicios de regulacion,7046,-8645.88,-0.3088
Hibrido certificado,7046,-48440.59,-0.346
Ventana conservadora,7047,52605.17,2.9225
Arbitraje agresivo,7047,26015.08,0.2738
Servicios de regulacion,7047,-13443.87,-0.4801
Hibrido certificado,7047,-53909.69,-0.3851
Ventana conservadora,7048,49875.8,2.7709
Arbitraje agresivo,7048,-40892.05,-0.4304
Servicios de regulacion,7048,-14608.33,-0.5217
Hibrido certificado,7048,-149810.17,-1.0701
Ventana conservadora,7049,56310.64,3.1284
Arbitraje agresivo,7049,-46705.23,-0.4916
Servicios de regulacion,7049,-20669.37,-0.7382
Hibrido certificado,7049,-96815.93,-0.6915
Ventana conservadora,7050,43559.16,2.42
Arbitraje agresivo,7050,-4807.48,-0.0506
Servicios de regulacion,7050,-22116.15,-0.7899
Hibrido certificado,7050,-109451.06,-0.7818
Ventana conservadora,7051,66545.56,3.697
Arbitraje agresivo,7051,-54419.46,-0.5728
Servicios de regulacion,7051,-21912.08,-0.7826
Hibrido certificado,7051,-81632.21,-0.5831
Ventana conservadora,7052,56333.04,3.1296
Arbitraje agresivo,7052,-50308.13,-0.5296
Servicios de regulacion,7052,-16989.22,-0.6068
Hibrido certificado,7052,-117921.87,-0.8423
Ventana conservadora,7053,69181.44,3.8434
Arbitraje agresivo,7053,-17724.06,-0.1866
Servicios de regulacion,7053,-21843.42,-0.7801
Hibrido certificado,7053,-113763.13,-0.8126
Ventana conservadora,7054,63874.54,3.5486
Arbitraje agresivo,7054,-80478.79,-0.8471
Servicios de regulacion,7054,-17862.79,-0.638
Hibrido certificado,7054,-126992.34,-0.9071
Ventana conservadora,7055,61197.66,3.3999
Arbitraje agresivo,7055,-30931.77,-0.3256
Servicios de regulacion,7055,-25837.14,-0.9228
Hibrido certificado,7055,-140317.93,-1.0023
Ventana conservadora,7056,64364.51,3.5758
Arbitraje agresivo,7056,-25990.12,-0.2736
Servicios de regulacion,7056,-19344.17,-0.6909
Hibrido certificado,7056,-133668.38,-0.9548
Ventana conservadora,7057,46541.74,2.5857
Arbitraje agresivo,7057,-5044.34,-0.0531
Servicios de regulacion,7057,-27959.23,-0.9985
Hibrido certificado,7057,-147086.68,-1.0506
Ventana conservadora,7058,63875.44,3.5486
Arbitraje agresivo,7058,-19407.37,-0.2043
Servicios de regulacion,7058,-26854.41,-0.9591
Hibrido certificado,7058,-133026.93,-0.9502
Ventana conservadora,7059,70363.86,3.9091
Arbitraje agresivo,7059,-61089.12,-0.643
Servicios de regulacion,7059,-28694.51,-1.0248
Hibrido certificado,7059,-118953.65,-0.8497
Ventana conservadora,7060,59188.8,3.2883
Arbitraje agresivo,7060,-69866.85,-0.7354
Servicios de regulacion,7060,-11890.66,-0.4247
Hibrido certificado,7060,-118799.17,-0.8486
Ventana conservadora,7061,55886.57,3.1048
Arbitraje agresivo,7061,-34059.96,-0.3585
Servicios de regulacion,7061,-11543.03,-0.4123
Hibrido certificado,7061,-149614.2,-1.0687
Ventana conservadora,7062,65369.3,3.6316
Arbitraje agresivo,7062,-43001.3,-0.4526
Servicios de regulacion,7062,-22351.62,-0.7983
Hibrido certificado,7062,-106433.94,-0.7602
Ventana conservadora,7063,61944.81,3.4414
Arbitraje agresivo,7063,-95553.72,-1.0058
Servicios de regulacion,7063,-23802.77,-0.8501
Hibrido certificado,7063,-167448.27,-1.1961
Ventana conservadora,7064,50545.84,2.8081
Arbitraje agresivo,7064,-16043.89,-0.1689
Servicios de regulacion,7064,-22006.55,-0.7859
Hibrido certificado,7064,-87019.44,-0.6216
Ventana conservadora,7065,58475.35,3.2486
Arbitraje agresivo,7065,22164.7,0.2333
Servicios de regulacion,7065,-14542.13,-0.5194
Hibrido certificado,7065,-131972.39,-0.9427
Ventana conservadora,7066,51599.75,2.8667
Arbitraje agresivo,7066,-74635.1,-0.7856
Servicios de regulacion,7066,-17216.02,-0.6149
Hibrido certificado,7066,-147699.49,-1.055
Ventana conservadora,7067,49301.32,2.739
Arbitraje agresivo,7067,-57444.42,-0.6047
Servicios de regulacion,7067,-17314.98,-0.6184
Hibrido certificado,7067,-149619.81,-1.0687
Ventana conservadora,7068,44400.86,2.4667
Arbitraje agresivo,7068,-57929.83,-0.6098
Servicios de regulacion,7068,-23353.64,-0.8341
Hibrido certificado,7068,-19118.73,-0.1366
Ventana conservadora,7069,60992.17,3.3885
Arbitraje agresivo,7069,-48926.58,-0.515
Servicios de regulacion,7069,-19469.68,-0.6953
Hibrido certificado,7069,-106714.39,-0.7622
Ventana conservadora,7070,48360.57,2.6867
Arbitraje agresivo,7070,-31280.11,-0.3293
Servicios de regulacion,7070,-11732.57,-0.419
Hibrido certificado,7070,-137493.96,-0.9821
Ventana conservadora,7071,61544.4,3.4191
Arbitraje agresivo,7071,-31394.15,-0.3305
Servicios de regulacion,7071,-20601.08,-0.7358
Hibrido certificado,7071,-160224.73,-1.1445
Ventana conservadora,7072,54390.25,3.0217
Arbitraje agresivo,7072,4164.43,0.0438
Servicios de regulacion,7072,-20644.14,-0.7373
Hibrido certificado,7072,-146110.15,-1.0436
Ventana conservadora,7073,51780.08,2.8767
Arbitraje agresivo,7073,-48.49,-0.0005
Servicios de regulacion,7073,-17897.33,-0.6392
Hibrido certificado,7073,-133971.96,-0.9569
Ventana conservadora,7074,60058.3,3.3366
Arbitraje agresivo,7074,-43405.13,-0.4569
Servicios de regulacion,7074,-22603.12,-0.8073
Hibrido certificado,7074,-145860.17,-1.0419
Ventana conservadora,7075,62640.82,3.48
Arbitraje agresivo,7075,-40070.32,-0.4218
Servicios de regulacion,7075,-19409.76,-0.6932
Hibrido certificado,7075,-101280.92,-0.7234
Ventana conservadora,7076,69970.16,3.8872
Arbitraje agresivo,7076,-16075.1,-0.1692
Servicios de regulacion,7076,-26328.43,-0.9403
Hibrido certificado,7076,-150339.46,-1.0739
Ventana conservadora,7077,47343.98,2.6302
Arbitraje agresivo,7077,46530.16,0.4898
Servicios de regulacion,7077,-17514.06,-0.6255
Hibrido certificado,7077,-135913.04,-0.9708
Ventana conservadora,7078,66469.3,3.6927
Arbitraje agresivo,7078,-6295.84,-0.0663
Servicios de regulacion,7078,-23723.57,-0.8473
Hibrido certificado,7078,-30783.89,-0.2199
Ventana conservadora,7079,50943.28,2.8302
Arbitraje agresivo,7079,-42684.51,-0.4493
Servicios de regulacion,7079,-17936.66,-0.6406
Hibrido certificado,7079,-157259.49,-1.1233
Ventana conservadora,7080,67057.03,3.7254
Arbitraje agresivo,7080,12171.31,0.1281
Servicios de regulacion,7080,-11037.31,-0.3942
Hibrido certificado,7080,-162680.96,-1.162
Ventana conservadora,7081,69062.1,3.8368
Arbitraje agresivo,7081,-32551.22,-0.3426
Servicios de regulacion,7081,-17789.31,-0.6353
Hibrido certificado,7081,-125037.08,-0.8931
Ventana conservadora,7082,43299.41,2.4055
Arbitraje agresivo,7082,-34278.94,-0.3608
Servicios de regulacion,7082,-21108.96,-0.7539
Hibrido certificado,7082,-108629.27,-0.7759
Ventana conservadora,7083,64360.4,3.5756
Arbitraje agresivo,7083,-17264.84,-0.1817
Servicios de regulacion,7083,-19480.7,-0.6957
Hibrido certificado,7083,-140688.17,-1.0049
Ventana conservadora,7084,57500.66,3.1945
Arbitraje agresivo,7084,-44636.41,-0.4699
Servicios de regulacion,7084,-18967.89,-0.6774
Hibrido certificado,7084,-129138.69,-0.9224
Ventana conservadora,7085,51840.3,2.88
Arbitraje agresivo,7085,-76590.66,-0.8062
Servicios de regulacion,7085,-19808.11,-0.7074
Hibrido certificado,7085,-112961.71,-0.8069
Ventana conservadora,7086,42601.18,2.3667
Arbitraje agresivo,7086,-52488.27,-0.5525
Servicios de regulacion,7086,-23186.31,-0.8281
Hibrido certificado,7086,-99312.41,-0.7094
Ventana conservadora,7087,58073.39,3.2263
Arbitraje agresivo,7087,-41998.44,-0.4421
Servicios de regulacion,7087,-14152.34,-0.5054
Hibrido certificado,7087,-149920.17,-1.0709
Ventana conservadora,7088,53321.94,2.9623
Arbitraje agresivo,7088,-22107.06,-0.2327
Servicios de regulacion,7088,-13999.51,-0.5
Hibrido certificado,7088,-29859.78,-0.2133
Ventana conservadora,7089,55252.32,3.0696
Arbitraje agresivo,7089,-76197.56,-0.8021
Servicios de regulacion,7089,-22567.16,-0.806
Hibrido certificado,7089,-165584.53,-1.1827
Ventana conservadora,7090,56303.64,3.128
Arbitraje agresivo,7090,-47087.5,-0.4957
Servicios de regulacion,7090,-23874.81,-0.8527
Hibrido certificado,7090,-114162.59,-0.8154
Ventana conservadora,7091,68720.62,3.8178
Arbitraje agresivo,7091,-69172.71,-0.7281
Servicios de regulacion,7091,-25116.44,-0.897
Hibrido certificado,7091,-121969.49,-0.8712
Ventana conservadora,7092,52967.64,2.9426
Arbitraje agresivo,7092,-26494.18,-0.2789
Servicios de regulacion,7092,-16832.85,-0.6012
Hibrido certificado,7092,-108050.66,-0.7718
Ventana conservadora,7093,50157.11,2.7865
Arbitraje agresivo,7093,-14046.23,-0.1479
Servicios de regulacion,7093,-22684.11,-0.8101
Hibrido certificado,7093,-126918.46,-0.9066
Ventana conservadora,7094,59987.44,3.3326
Arbitraje agresivo,7094,-30863.91,-0.3249
Servicios de regulacion,7094,-12637.35,-0.4513
Hibrido certificado,7094,-94409.49,-0.6744
Ventana conservadora,7095,60802.42,3.3779
Arbitraje agresivo,7095,-1389.25,-0.0146
Servicios de regulacion,7095,-17231.66,-0.6154
Hibrido certificado,7095,-128200.87,-0.9157
Ventana conservadora,7096,60122.49,3.3401
Arbitraje agresivo,7096,-43839.81,-0.4615
Servicios de regulacion,7096,-19391.0,-0.6925
Hibrido certificado,7096,-145992.12,-1.0428
Ventana conservadora,7097,60795.08,3.3775
Arbitraje agresivo,7097,-53479.79,-0.5629
Servicios de regulacion,7097,-19996.97,-0.7142
Hibrido certificado,7097,-146097.35,-1.0436
Ventana conservadora,7098,60231.77,3.3462
Arbitraje agresivo,7098,-48222.08,-0.5076
Servicios de regulacion,7098,-16023.07,-0.5723
Hibrido certificado,7098,-78352.11,-0.5597
Ventana conservadora,7099,65139.5,3.6189
Arbitraje agresivo,7099,2868.46,0.0302
Servicios de regulacion,7099,-15635.39,-0.5584
Hibrido certificado,7099,-7174.05,-0.0512
Ventana conservadora,7100,64395.35,3.5775
Arbitraje agresivo,7100,-51958.71,-0.5469
Servicios de regulacion,7100,-23321.28,-0.8329
Hibrido certificado,7100,-138192.19,-0.9871
Ventana conservadora,7101,55647.17,3.0915
Arbitraje agresivo,7101,-28991.36,-0.3052
Servicios de regulacion,7101,-16897.4,-0.6035
Hibrido certificado,7101,-118681.46,-0.8477
Ventana conservadora,7102,53624.03,2.9791
Arbitraje agresivo,7102,-25989.01,-0.2736
Servicios de regulacion,7102,-25393.6,-0.9069
Hibrido certificado,7102,-128136.27,-0.9153
Ventana conservadora,7103,50891.91,2.8273
Arbitraje agresivo,7103,1111.96,0.0117
Servicios de regulacion,7103,-21202.54,-0.7572
Hibrido certificado,7103,-139381.31,-0.9956
Ventana conservadora,7104,42614.25,2.3675
Arbitraje agresivo,7104,-46846.71,-0.4931
Servicios de regulacion,7104,-12709.82,-0.4539
Hibrido certificado,7104,-130548.37,-0.9325
Ventana conservadora,7105,58285.65,3.2381
Arbitraje agresivo,7105,-19375.48,-0.204
Servicios de regulacion,7105,-20685.53,-0.7388
Hibrido certificado,7105,-146892.97,-1.0492
Ventana conservadora,7106,32455.92,1.8031
Arbitraje agresivo,7106,38992.6,0.4104
Servicios de regulacion,7106,-25113.99,-0.8969
Hibrido certificado,7106,-119312.55,-0.8522
Ventana conservadora,7107,57300.48,3.1834
Arbitraje agresivo,7107,-43995.19,-0.4631
Servicios de regulacion,7107,-21728.6,-0.776
Hibrido certificado,7107,-130750.55,-0.9339
Ventana conservadora,7108,57376.39,3.1876
Arbitraje agresivo,7108,-17911.62,-0.1885
Servicios de regulacion,7108,-18365.41,-0.6559
Hibrido certificado,7108,-120419.95,-0.8601
Ventana conservadora,7109,55014.1,3.0563
Arbitraje agresivo,7109,-61740.83,-0.6499
Servicios de regulacion,7109,-23642.02,-0.8444
Hibrido certificado,7109,-156186.97,-1.1156
Ventana conservadora,7110,60689.48,3.3716
Arbitraje agresivo,7110,-42152.53,-0.4437
Servicios de regulacion,7110,-18791.04,-0.6711
Hibrido certificado,7110,-90230.52,-0.6445
Ventana conservadora,7111,47998.84,2.6666
Arbitraje agresivo,7111,-22338.83,-0.2351
Servicios de regulacion,7111,-18577.24,-0.6635
Hibrido certificado,7111,-132269.68,-0.9448
Ventana conservadora,7112,56209.75,3.1228
Arbitraje agresivo,7112,-23813.16,-0.2507
Servicios de regulacion,7112,-17387.14,-0.621
Hibrido certificado,7112,-147651.79,-1.0547
Ventana conservadora,7113,51442.97,2.8579
Arbitraje agresivo,7113,10430.83,0.1098
Servicios de regulacion,7113,-15869.79,-0.5668
Hibrido certificado,7113,-150441.61,-1.0746
Ventana conservadora,7114,47258.76,2.6255
Arbitraje agresivo,7114,-65063.66,-0.6849
Servicios de regulacion,7114,-20771.46,-0.7418
Hibrido certificado,7114,-106933.98,-0.7638
Ventana conservadora,7115,57150.35,3.175
Arbitraje agresivo,7115,18178.65,0.1914
Servicios de regulacion,7115,-14473.37,-0.5169
Hibrido certificado,7115,-120621.77,-0.8616
Ventana conservadora,7116,42908.65,2.3838
Arbitraje agresivo,7116,-62726.77,-0.6603
Servicios de regulacion,7116,-8060.84,-0.2879
Hibrido certificado,7116,-95021.89,-0.6787
Ventana conservadora,7117,52869.79,2.9372
Arbitraje agresivo,7117,509.41,0.0054
Servicios de regulacion,7117,-8576.98,-0.3063
Hibrido certificado,7117,-152622.07,-1.0902
Ventana conservadora,7118,53866.15,2.9926
Arbitraje agresivo,7118,-63950.41,-0.6732
Servicios de regulacion,7118,-20724.71,-0.7402
Hibrido certificado,7118,-146405.02,-1.0458
Ventana conservadora,7119,58511.31,3.2506
Arbitraje agresivo,7119,-63721.53,-0.6708
Servicios de regulacion,7119,-28429.09,-1.0153
Hibrido certificado,7119,-118039.86,-0.8431
Ventana conservadora,7120,62570.79,3.4762
Arbitraje agresivo,7120,-61890.4,-0.6515
Servicios de regulacion,7120,-19442.59,-0.6944
Hibrido certificado,7120,-156235.76,-1.116
Ventana conservadora,7121,60397.34,3.3554
Arbitraje agresivo,7121,-53112.35,-0.5591
Servicios de regulacion,7121,-24026.18,-0.8581
Hibrido certificado,7121,-135829.53,-0.9702
Ventana conservadora,7122,60388.89,3.3549
Arbitraje agresivo,7122,-31984.54,-0.3367
Servicios de regulacion,7122,-24683.28,-0.8815
Hibrido certificado,7122,-158175.03,-1.1298
Ventana conservadora,7123,62578.08,3.4766
Arbitraje agresivo,7123,-28791.26,-0.3031
Servicios de regulacion,7123,-19363.59,-0.6916
Hibrido certificado,7123,192590.42,1.3756
Ventana conservadora,7124,50946.47,2.8304
Arbitraje agresivo,7124,-39078.96,-0.4114
Servicios de regulacion,7124,-15191.32,-0.5425
Hibrido certificado,7124,-141403.37,-1.01
Ventana conservadora,7125,49821.65,2.7679
Arbitraje agresivo,7125,-34566.97,-0.3639
Servicios de regulacion,7125,-12979.92,-0.4636
Hibrido certificado,7125,-105079.38,-0.7506
Ventana conservadora,7126,37354.54,2.0753
Arbitraje agresivo,7126,-27939.32,-0.2941
Servicios de regulacion,7126,-26596.29,-0.9499
Hibrido certificado,7126,-143695.54,-1.0264
Ventana conservadora,7127,50746.59,2.8193
Arbitraje agresivo,7127,-75314.91,-0.7928
Servicios de regulacion,7127,-13604.41,-0.4859
Hibrido certificado,7127,-76955.41,-0.5497
Ventana conservadora,7128,64019.86,3.5567
Arbitraje agresivo,7128,7011.57,0.0738
Servicios de regulacion,7128,-15427.21,-0.551
Hibrido certificado,7128,-115388.91,-0.8242
Ventana conservadora,7129,56462.88,3.1368
Arbitraje agresivo,7129,-65688.83,-0.6915
Servicios de regulacion,7129,-22275.39,-0.7955
Hibrido certificado,7129,-144900.56,-1.035
Ventana conservadora,7130,57758.18,3.2088
Arbitraje agresivo,7130,-38009.57,-0.4001
Servicios de regulacion,7130,-16206.91,-0.5788
Hibrido certificado,7130,-140615.38,-1.0044
Ventana conservadora,7131,56166.71,3.1204
Arbitraje agresivo,7131,-77706.06,-0.818
Servicios de regulacion,7131,-25158.2,-0.8985
Hibrido certificado,7131,-110616.05,-0.7901
Ventana conservadora,7132,69053.05,3.8363
Arbitraje agresivo,7132,-37459.16,-0.3943
Servicios de regulacion,7132,-15890.21,-0.5675
Hibrido certificado,7132,-133088.95,-0.9506
Ventana conservadora,7133,48887.18,2.716
Arbitraje agresivo,7133,-52643.13,-0.5541
Servicios de regulacion,7133,-21098.71,-0.7535
Hibrido certificado,7133,-128155.27,-0.9154
Ventana conservadora,7134,59806.32,3.3226
Arbitraje agresivo,7134,25466.63,0.2681
Servicios de regulacion,7134,-16419.42,-0.5864
Hibrido certificado,7134,-105518.77,-0.7537
Ventana conservadora,7135,48337.4,2.6854
Arbitraje agresivo,7135,-22231.54,-0.234
Servicios de regulacion,7135,-19092.21,-0.6819
Hibrido certificado,7135,-123219.34,-0.8801
Ventana conservadora,7136,47469.04,2.6372
Arbitraje agresivo,7136,-10732.17,-0.113
Servicios de regulacion,7136,-17888.86,-0.6389
Hibrido certificado,7136,-41898.51,-0.2993
Ventana conservadora,7137,69695.37,3.872
Arbitraje agresivo,7137,-75159.13,-0.7911
Servicios de regulacion,7137,-27980.48,-0.9993
Hibrido certificado,7137,174770.04,1.2484
Ventana conservadora,7138,65210.46,3.6228
Arbitraje agresivo,7138,-35942.24,-0.3783
Servicios de regulacion,7138,-24635.41,-0.8798
Hibrido certificado,7138,-117202.19,-0.8372
Ventana conservadora,7139,48913.95,2.7174
Arbitraje agresivo,7139,6686.47,0.0704
Servicios de regulacion,7139,-25162.52,-0.8987
Hibrido certificado,7139,-77075.4,-0.5505
Ventana conservadora,7140,65266.78,3.6259
Arbitraje agresivo,7140,-58608.62,-0.6169
Servicios de regulacion,7140,-19753.82,-0.7055
Hibrido certificado,7140,18928.51,0.1352
Ventana conservadora,7141,52112.37,2.8951
Arbitraje agresivo,7141,-30430.03,-0.3203
Servicios de regulacion,7141,-23085.66,-0.8245
Hibrido certificado,7141,-118637.55,-0.8474
Ventana conservadora,7142,65094.31,3.6164
Arbitraje agresivo,7142,-16860.15,-0.1775
Servicios de regulacion,7142,-25615.02,-0.9148
Hibrido certificado,7142,-123270.06,-0.8805
Ventana conservadora,7143,66408.67,3.6894
Arbitraje agresivo,7143,30879.15,0.325
Servicios de regulacion,7143,-23813.68,-0.8505
Hibrido certificado,7143,-126561.14,-0.904
Ventana conservadora,7144,46231.39,2.5684
Arbitraje agresivo,7144,6114.41,0.0644
Servicios de regulacion,7144,-17791.6,-0.6354
Hibrido certificado,7144,-152814.85,-1.0915
Ventana conservadora,7145,68913.8,3.8285
Arbitraje agresivo,7145,-28627.37,-0.3013
Servicios de regulacion,7145,-19338.39,-0.6907
Hibrido certificado,7145,-112063.08,-0.8005
Ventana conservadora,7146,52500.62,2.9167
Arbitraje agresivo,7146,-76270.6,-0.8028
Servicios de regulacion,7146,-22285.0,-0.7959
Hibrido certificado,7146,-111272.74,-0.7948
Ventana conservadora,7147,41478.98,2.3044
Arbitraje agresivo,7147,-31176.84,-0.3282
Servicios de regulacion,7147,-10630.42,-0.3797
Hibrido certificado,7147,-162997.71,-1.1643
Ventana conservadora,7148,39497.08,2.1943
Arbitraje agresivo,7148,18845.34,0.1984
Servicios de regulacion,7148,-19944.3,-0.7123
Hibrido certificado,7148,-136668.11,-0.9762
Ventana conservadora,7149,33849.89,1.8805
Arbitraje agresivo,7149,-47.13,-0.0005
Servicios de regulacion,7149,-20486.98,-0.7317
Hibrido certificado,7149,-132667.01,-0.9476
Ventana conservadora,7150,63190.85,3.5106
Arbitraje agresivo,7150,-56523.22,-0.595
Servicios de regulacion,7150,-19328.37,-0.6903
Hibrido certificado,7150,-152403.84,-1.0886
Ventana conservadora,7151,53496.18,2.972
Arbitraje agresivo,7151,-4537.57,-0.0478
Servicios de regulacion,7151,-17682.65,-0.6315
Hibrido certificado,7151,-33426.31,-0.2388
Ventana conservadora,7152,54486.58,3.027
Arbitraje agresivo,7152,-27929.2,-0.294
Servicios de regulacion,7152,-21454.12,-0.7662
Hibrido certificado,7152,-139709.32,-0.9979
Ventana conservadora,7153,62446.14,3.4692
Arbitraje agresivo,7153,-92719.15,-0.976
Servicios de regulacion,7153,-18894.99,-0.6748
Hibrido certificado,7153,-132360.03,-0.9454
Ventana conservadora,7154,60178.89,3.3433
Arbitraje agresivo,7154,-42543.92,-0.4478
Servicios de regulacion,7154,-22116.18,-0.7899
Hibrido certificado,7154,-86990.94,-0.6214
Ventana conservadora,7155,53302.12,2.9612
Arbitraje agresivo,7155,-34061.63,-0.3585
Servicios de regulacion,7155,-18217.1,-0.6506
Hibrido certificado,7155,-106057.61,-0.7576
Ventana conservadora,7156,60049.37,3.3361
Arbitraje agresivo,7156,-38843.88,-0.4089
Servicios de regulacion,7156,-18605.31,-0.6645
Hibrido certificado,7156,-93863.81,-0.6705
Ventana conservadora,7157,49403.56,2.7446
Arbitraje agresivo,7157,-60162.57,-0.6333
Servicios de regulacion,7157,-20060.29,-0.7164
Hibrido certificado,7157,-101341.94,-0.7239
Ventana conservadora,7158,61662.65,3.4257
Arbitraje agresivo,7158,5512.64,0.058
Servicios de regulacion,7158,-22075.16,-0.7884
Hibrido certificado,7158,-129272.95,-0.9234
Ventana conservadora,7159,83834.33,4.6575
Arbitraje agresivo,7159,-72834.42,-0.7667
Servicios de regulacion,7159,-16566.64,-0.5917
Hibrido certificado,7159,-135322.71,-0.9666
Ventana conservadora,7160,63395.08,3.5219
Arbitraje agresivo,7160,-55882.07,-0.5882
Servicios de regulacion,7160,-17013.24,-0.6076
Hibrido certificado,7160,-106748.37,-0.7625
Ventana conservadora,7161,62593.12,3.4774
Arbitraje agresivo,7161,-12244.69,-0.1289
Servicios de regulacion,7161,-18185.08,-0.6495
Hibrido certificado,7161,-158216.02,-1.1301
Ventana conservadora,7162,69277.86,3.8488
Arbitraje agresivo,7162,-27126.3,-0.2855
Servicios de regulacion,7162,-24801.52,-0.8858
Hibrido certificado,7162,-145548.04,-1.0396
Ventana conservadora,7163,54236.73,3.0132
Arbitraje agresivo,7163,-28460.14,-0.2996
Servicios de regulacion,7163,-27514.93,-0.9827
Hibrido certificado,7163,-116032.16,-0.8288
Ventana conservadora,7164,61481.87,3.4157
Arbitraje agresivo,7164,-36938.33,-0.3888
Servicios de regulacion,7164,-17913.12,-0.6398
Hibrido certificado,7164,-132105.17,-0.9436
Ventana conservadora,7165,73518.77,4.0844
Arbitraje agresivo,7165,-46907.49,-0.4938
Servicios de regulacion,7165,-11499.11,-0.4107
Hibrido certificado,7165,-84510.56,-0.6036
Ventana conservadora,7166,63138.47,3.5077
Arbitraje agresivo,7166,3301.43,0.0348
Servicios de regulacion,7166,-15963.0,-0.5701
Hibrido certificado,7166,-159238.46,-1.1374
Ventana conservadora,7167,65358.68,3.631
Arbitraje agresivo,7167,-58100.1,-0.6116
Servicios de regulacion,7167,-26775.91,-0.9563
Hibrido certificado,7167,-158858.08,-1.1347
Ventana conservadora,7168,49275.37,2.7375
Arbitraje agresivo,7168,-33078.28,-0.3482
Servicios de regulacion,7168,-22519.91,-0.8043
Hibrido certificado,7168,-127249.5,-0.9089
Ventana conservadora,7169,57754.07,3.2086
Arbitraje agresivo,7169,-28425.02,-0.2992
Servicios de regulacion,7169,-21163.51,-0.7558
Hibrido certificado,7169,-138262.7,-0.9876
Ventana conservadora,7170,45767.63,2.5426
Arbitraje agresivo,7170,-54683.65,-0.5756
Servicios de regulacion,7170,-23529.52,-0.8403
Hibrido certificado,7170,-169290.31,-1.2092
Ventana conservadora,7171,52613.07,2.9229
Arbitraje agresivo,7171,-71806.91,-0.7559
Servicios de regulacion,7171,-19058.24,-0.6807
Hibrido certificado,7171,-2658.58,-0.019
Ventana conservadora,7172,67738.87,3.7633
Arbitraje agresivo,7172,-58550.97,-0.6163
Servicios de regulacion,7172,-22855.72,-0.8163
Hibrido certificado,7172,-123721.33,-0.8837
Ventana conservadora,7173,60557.02,3.3643
Arbitraje agresivo,7173,1954.24,0.0206
Servicios de regulacion,7173,-11915.97,-0.4256
Hibrido certificado,7173,-80208.96,-0.5729
Ventana conservadora,7174,63897.27,3.5498
Arbitraje agresivo,7174,-62155.33,-0.6543
Servicios de regulacion,7174,-16625.65,-0.5938
